job,salary,company,description,belong,experience,edu,address,address_detail 
客户端开发,1.5万-2万,北京佳仕汇管理咨询有限公司,岗位职责：1.负责项目3D相关模块开发；2.3DUI界面设计和开发；任职要求：1.计算机相关专业，本科以上学历；2.精通Unity3D及C#或者cocos2d；3.精通Unity3D在Android平台的发布及调试；4.3年以上3D开发经验，一个以上Unity3D游戏项目客户端开发经验；5.有3D图形学基础，熟悉线性代数及矩阵运算；6.熟悉OpenGLES编程，熟悉3D游戏客户端常用的技术；7.熟悉AndroidSurfaceFlinger者优先；8.具备良好的沟通能力和优秀的团队协作能力；9.思维敏捷，逻辑清晰，学习能力较好，工作主动性强，有独立解决问题的能力10.有良好的面向对象分析、设计能力、规范的编程风格和良好文档习惯；11.对新技术持有敏感性以及愿意致力于新技术的探索和研究,互联网/电子商务 ,3-5年,大专,北京,北京市海淀区清河同源大厦11层
ASP.NET高级工程师,1.5万-2万,北京易天正诚信息技术有限公司,1.本科以上学历，具有3年以上ASP.NET网站开发经验2.具备独立开发能力，工作认真负责，有良好沟通和理解能力，富有团队合作精神3.深刻理解.NET架构，精通C#、ASP.NETMVC、WebAPI等开发技术，有大型网站开发项目经验者优先4.熟悉MySQL等主流数据库5.熟悉OOA、常用设计模式和通用软件架构6.熟练掌握JavaScript，CSS，HTML5等前端技术，熟悉流行JS框架（如jQuery、Vue等），了解主流浏览器特性7.熟悉Web缓存方案，对Web性能优化有独到的见解8.对Web安全有一定了解，熟悉主流防御措施9.具有良好的编程风格，规范化、标准化的代码编写习惯10.视野开阔，熟悉主流开发平台，掌握至少2种通用编程语言；熟悉Redis、MongoDB等NoSQL数据库11.热衷于产品研发和技术发展，具有强烈的责任意识和开放的心态12.热爱互联网，有志于通过网络改变世界,互联网/电子商务 ,3-5年,本科,北京,北京市海淀区信息路甲28号科实大厦C座C201
C++工程师,1.5万-2万,北京领为科技发展有限公司,【岗位职责】1、负责VR相关项目及引擎的研发、技术评估、架构设计等工作；2、配合公司销售团队完成既定目标。【任职要求】1、全日制本科或以上学历，计算机或相关专业毕业；2、5年以上C++、OpenGL相关3D项目的开发经验；3、掌握图像处理及各类图形算法，有扎实的数学基础等。4、工作主动积极，有激情，有创业精神。5、熟悉IT技术服务标准化、项目管理规范化者优先.,互联网/电子商务 ,3-5年,本科,北京,北京市海淀区知春路56号西区6层
JAVA开发工程师,1.5万-2.5万,北京雅森环宇信息科技有限公司,"岗位职责：1、参与软件项目的设计与开发工作，包括需求分析、系统设计、编码和单元测试等工作；2、负责相关服务模块开发及性能改进，在性能和稳定性上达到需求；3、负责系统框架和核心代码开发；4、按照设计要求及源代码编写规范编写程序代码，并编写相关技术文档，对其质量、性能负责；5、完成其他工作相关的临时性工作。任职要求：1.3年以上Java开发经验，对相关技术领域的开源产品有深入的理解。2.有J2EE应用开发经验，熟悉Spring、Hibernate,springmvc,mybatis等框架下开发的经验；3.熟悉关系型数据库，熟悉MySQL数据库开发与优化；4.具有良好的系统分析、架构设计能力，熟悉主流技术架构体系，熟悉SOA，敏捷开发等理念。5.熟悉缓存技术、异步框架、集群与负载均衡等领域。6.熟悉Rocketmq、Kafka、Zookeeper等流行的分布式系统及其架构；7.熟悉REST架构dubbox和HTTP协议，以及Nginx等，具备高访问量web开发工作经验8.对于分布式缓存以及nosql有一定了解，熟练使用redis、MangoDB等服务，有基于NoSQL的数据架构设计9.熟悉ElasticSearch、Lucene等检索引擎者优先；8．有电子商务开发经验者优先10.能够快速学习新技术，具备反思，自我学习的能力，与团队协作共创；",互联网/电子商务 ,,学历不限,北京,西城区裕民路18号北环中心A座27层
Java开发工程师（中/高级）,1万-1.8万,赢时胜软件,主要岗位职责：1.协助项目经理完成项目开发；2.独立完成个人承担模块的开发和测试；3.合理安排重构计划，不断提高产品的代码质量；任职资格：1.计算机或相关专业本科及以上学历（学信网可查）；2.三年或以上JAVA开发经验，精通JAVASE，熟悉JAVAEE体系架构；3.熟悉Eclipse等开发工具；4.熟悉Struts2/Spring/SpringMVC/Hibernate；5.熟悉Oracle能够熟练编写SQL脚本及存储过程；6.熟悉Websphere、Weblogic、Tomcat等主流应用服务器；7.熟悉Linux操作系统，熟悉基本的操作；8.熟悉至少一种消息中间件（JMS、ActiveMQ）；9.熟悉EXTJS；10.熟悉OSGI规范者优先；,互联网/电子商务 ,3-5年,本科,北京,北京市东城区嘉禾国信大厦9F
java开发工程师,2万-4万,美信网络技术有限公司北京分公司,"岗位职责：1、负责会员和交易体系相关模块的核心功能开发工作。2、能够完成分布式系统的优化和疑难问题的解决。3、遵守公司的开发规范和相关制度。4、配合经理完成相关产品的功能实现。5、日常系统的维护及功能升级工作。任职要求：1、本科及以上学历，通信、计算机、电子类相关专业；2、3年以上使用Java语言进行软件项目开发的经验；3、熟悉J2EE规范,精通webjsp,servlet,javabean,Jdbc开发，熟练掌握设计模式，精通springmvc及mybatis框架；4、熟悉掌握分布式系统架构，及微服务的相关系统开发。5、熟悉jquery、Ajax技术等技术；6、熟练掌握Oracle或者Mysql数据库开发技术；7、熟练掌握一到两种J2EE应用服务器，如：Tomcat/jetty；8、有大型电商平台工作经验的优先。有网站会员和电商交易相关工作经验的更好。。9、了解和熟练使用DUBBO，Diamond技术框架的优先；10、有架构设计能力的优先，互联网行业经验优先；11、有责任心和良好的沟通能力，合作经验强，对结果负责。12、有一定的解决问题和分析问题的能力，有专研精神。",互联网/电子商务 ,5-10年,本科,北京,北京市朝阳区霄云路26号鹏润大厦B座33层
技术经理,1.5万-2.5万,北京泽元迅长软件有限公司,【福利】1、弹性工作制2、零食、水果、节日礼物、日常福利任性享用3、大尺寸显示器，代码一览无余4、定期团建，除了理想，还有远方【你需要做的事】1、负责技术架构和技术管理，重构、优化现有的技术架构，提高系统性能、稳定性、可扩展性；2、根据业务规划，制定技术规划，制定相关的架构方案；3、解决项目中的关键架构问题和技术难题，负责项目中关键技术难点的攻关和预研；4、带领团队完成项目交付，对开发团队进行技术指导和培训。【我们希望你是】1、计算机、软件相关专业本科及以上学历，互联网、应用软件行业5年以上开发经验、3年以上技术团队管理经验；2、熟悉大型网络应用架构和系统架构，对分布式缓存、消息队列、大数据处理、远程调用等技术有深入研究，熟悉Microservice、Redis、Kafka、Spark等相关技术，了解其原理和使用其优缺点，并有实战经验；3、有互联网平台规划、建设经验或大中型应用软件项目管理、需求分析、技术开发、项目实施经验，对项目管理有较好的理论认知，有较为丰富的项目管理经验。,互联网/电子商务 ,5-10年,本科,北京,北京市昌平区科星西路106号院国风美唐综合楼3号楼5层
算法工程师,面议,智联招聘,岗位职责:负责与搜索推荐相关的算法研究任职要求:1.本科以上学历，计算机/数学或相关专业；2.针对业务需求提出合适的算法解决方案，推动该方案在业务系统的实现，算法包括但不限于机器学习，搜索，推荐，反作弊，自然语言处理，多媒体处理等；3.从数据中发现现有系统和算法的不足，提出改进的算法并推动实现；4.能独立阅读英文文献并进行具体实现；5.有较多的程序开发经验，对数据结构和算法知识应用熟练；有大数据处理经验者更佳。,互联网/电子商务 ,3-5年,本科,北京,北京市朝阳区阜荣街10号望京首开广场5层
java高级开发工程师,2万-3万,北京健康护航科技有限公司,岗位职责：1.带领小组成员，完成开发任务；2.完成核心模块和核心算法的开发；3.完成组内小组交叉测试工作；4.解决日常技术问题任职要求：1.统招本科以上学历，计算机相关专业，英语四级或以上；2.精通Java、Hibernate、Jquery、struts2、hibernate、Spring等开发工具和框架；3.熟练掌握MySQL，熟悉Oracle、SQLServer；4.熟悉XML相关技术，如RDF、OWL；5.熟悉Tomcat、Jboss等应用服务器，熟悉Linux操作系统及脚本语言；6.5年以上实际产品或项目开发经验，有在线教育或者搜索相关经验者优先；7.良好地沟通和团队协作能力，并可独立高效完成工作；8.具备快速学习能力。,互联网/电子商务 ,5-10年,本科,北京,北京市海淀区知春路甲48号盈都大厦B座5C
服务器开发工程师,1.5万-2万,唯乐屋(北京)软件有限公司,"岗位职责：负责产品虚拟社区服务器端及其功能模块开发岗位要求本科或以上，计算机软件或相关专业毕业，具有创业激情及创业心态1.精通Java，熟悉Java框架spring,mybatis,hibernate,dubbo，熟悉常用的算法和数据结构2.最少具有以下WEB容器开发经验：resin，tomcat、weblogic3.有丰富的web架构设计经验，对web站点的性能调优、站点扩展和内容集成有深刻的理解4.良好的服务器端编程能力和编程习惯，能够通过单元测试等方法保证软件质量；5.良好学习、喜欢沟通，具有团队协作精神，工作积极严谨，勇于承担压力。加分项：有APP相关开发经验有C++或C#相关学习或工作经验参与过项目的DAO层的设计和实现",互联网/电子商务 ,1-3年,本科,北京,中关村北大街151号燕园大厦6层7层
